Dependents,tenure,InternetService,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,DeviceProtection_No internet service,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingMovies_No internet service,Churn
6953-PBDIN,0,70,1,1,0,72.95,5106.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3898-BSJYF,1,10,1,2,0,73.55,735.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3938-YFPXD,0,72,1,1,0,84.3,6069.599999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
7696-AMHOD,1,49,1,2,0,78.0,3822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2453-SAFNS,0,54,1,2,0,72.1,3893.3999999999996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
9558-IHEZX,0,71,2,1,1,106.75,7579.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9617-UDPEU,0,22,0,2,1,19.25,423.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
6340-DACFT,1,50,0,1,0,20.55,1027.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
4955-VCWBI,1,43,0,2,0,20.0,860.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
6813-GZQCG,1,45,0,1,1,24.65,1109.25,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
7426-GSWPO,0,64,2,0,1,103.5,6624.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3389-KTRXV,1,23,0,1,0,23.85,548.5500000000001,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
3118-UHVVQ,0,68,0,1,0,25.8,1754.4,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
1031-IIDEO,0,1,2,0,1,70.85,70.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5832-XKAES,0,2,2,0,1,69.8,139.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3205-MXZRA,0,26,1,2,0,59.45,1545.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4701-AHWMW,0,55,1,0,1,54.55,3000.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
8317-BVKSO,0,14,0,0,1,20.05,280.7,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
5702-KVQRD,0,71,1,1,1,82.55,5861.05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0083-PIVIK,0,64,1,2,0,81.25,5200.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
9210-IAHGH,0,7,1,0,1,70.75,495.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
6169-PGNCD,0,57,1,1,1,74.3,4235.099999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0023-XUOPT,0,13,2,0,0,94.1,1223.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4592-IWTJI,1,3,1,0,0,29.7,89.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4909-JOUPP,0,72,2,1,0,109.7,7898.400000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4657-FWVFY,1,40,2,0,1,96.35,3854.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2257-BOVXD,0,14,1,0,1,66.6,932.3999999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
7729-JTEEC,1,2,1,0,1,44.5,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7632-MNYOY,0,66,2,2,0,110.9,7319.400000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
6518-LGAOV,0,38,2,0,1,105.0,3990.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
7242-QZLXF,1,1,1,0,1,25.3,25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4576-CSAJH,0,22,1,2,1,55.15,1213.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1000-AJSLD,0,1,0,0,1,20.1,20.1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1
9696-RMYBA,0,5,2,0,1,80.1,400.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8690-UPCZI,1,29,1,2,0,69.05,2002.4499999999998,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1062-LHZOD,1,1,2,0,1,69.9,69.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9770-LXDBK,0,3,0,0,0,20.4,61.199999999999996,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
4086-WITJG,1,71,0,1,0,19.7,1398.7,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
8344-WFMFH,1,9,1,0,1,50.1,450.90000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9600-NAXZN,0,43,2,0,1,101.4,4360.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8822-KNBHV,0,48,1,2,1,83.45,4005.6000000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8404-FYDIB,0,26,2,0,1,86.65,2252.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2791-SFVEW,0,9,0,0,0,20.15,181.35,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
6457-USBER,0,1,2,0,1,80.8,80.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6762-NSODU,1,46,0,1,0,19.4,892.4,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
4662-EKDPQ,0,2,1,0,0,62.05,124.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9248-OJYKK,0,1,2,0,1,76.45,76.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9888-ZCUMM,1,64,1,1,1,60.05,3843.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3398-FSHON,0,12,2,0,1,91.3,1095.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3319-DWOEP,0,6,2,0,1,95.75,574.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1074-WVEVG,0,59,0,2,0,20.35,1200.65,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
9979-RGMZT,0,7,2,2,1,94.05,658.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6437-UDQJM,0,72,1,1,1,84.1,6055.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1226-IENZN,0,16,2,0,1,78.75,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2108-GLPQB,0,25,1,0,0,55.55,1388.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9259-PACGQ,0,34,1,0,0,62.65,2130.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
4415-IJZTP,0,1,2,0,1,74.5,74.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1465-VINDH,1,10,2,0,1,102.1,1021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5474-LAMUQ,0,24,0,2,0,20.1,482.40000000000003,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
3468-DRVQJ,1,10,1,2,0,70.3,703.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1122-YJBCS,0,69,1,2,1,53.65,3701.85,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4990-ALDGW,0,57,0,1,0,20.75,1182.75,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
4816-OKWNX,1,50,2,2,1,103.4,5170.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3315-IKYZQ,1,28,1,2,0,50.8,1422.3999999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2810-FTLEM,0,16,1,0,1,50.15,802.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4747-LCAQL,0,25,1,0,1,79.0,1975.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3411-WLRSQ,0,3,2,0,1,74.6,223.79999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0898-XCGTF,0,61,2,2,1,96.5,5886.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8006-PYCSW,0,2,0,0,0,20.1,40.2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
8249-THVEC,1,51,0,2,0,19.4,989.4,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
8722-PRFDV,1,71,1,1,0,77.55,5506.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2164-SOQXL,1,20,0,0,0,20.05,401.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
4020-KIUDI,1,6,0,0,0,19.85,119.10000000000001,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
5850-BDWCY,0,6,0,0,0,20.2,121.19999999999999,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
2038-YSEZE,0,29,1,0,0,67.45,1956.0500000000002,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0827-ITJPH,0,36,0,1,1,18.55,667.8000000000001,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
8799-OXZMD,0,28,1,0,1,29.75,833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1925-TIBLE,0,7,2,0,1,86.5,605.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1705-GUHPV,0,63,0,1,0,24.2,1524.6,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
4779-ZGICK,1,48,0,1,0,23.55,1130.4,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
0048-PIHNL,0,49,0,2,0,20.45,1002.05,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
0818-OCPZO,0,27,2,0,1,81.45,2199.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3967-KXAPS,0,72,1,1,0,92.3,6645.599999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1447-GIQMR,0,1,2,0,1,69.15,69.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3704-IEAXF,1,72,1,1,0,53.65,3862.7999999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6810-VCAEX,0,47,1,2,0,39.65,1863.55,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0674-EYYZV,0,1,1,0,1,54.65,54.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4480-MBMLB,0,36,2,2,1,104.8,3772.7999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1395-OFUWC,1,43,1,0,0,29.3,1259.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0822-QGCXA,0,27,1,0,0,83.85,2263.95,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0872-NXJYS,0,9,2,0,1,79.55,715.9499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2832-KJCRD,0,38,2,0,1,103.65,3938.7000000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3588-WSTTJ,0,35,2,0,1,99.05,3466.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4075-WKNIU,1,0,1,1,0,73.35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5090-EMGTC,0,59,2,1,1,100.05,5902.95,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2346-CZYIL,0,27,0,1,0,20.35,549.45,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
3798-EPWRR,0,2,1,0,0,43.95,87.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6258-NGCNG,0,7,0,0,0,23.5,164.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
4186-ZBUEW,0,36,1,2,1,70.7,2545.2000000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5274-XHAKY,1,41,2,0,1,94.3,3866.2999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1442-BQPVU,0,13,1,0,0,29.15,378.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3978-YNKDD,1,19,0,1,0,20.85,396.15000000000003,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
4940-KHCWD,0,60,1,1,0,37.7,2262.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
9412-ARGBX,1,48,2,1,1,95.5,4584.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1389-CXMLU,0,3,2,0,0,91.05,273.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9589-ABEPT,0,69,2,1,1,92.45,6379.05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
9388-ZEYVT,0,43,1,2,0,44.15,1898.45,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0305-SQECB,1,11,1,2,1,36.05,396.54999999999995,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
7605-SNLQG,0,45,1,0,1,50.25,2261.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4670-TABXH,0,72,2,1,1,109.75,7902.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5561-NWEVX,0,2,2,0,0,79.2,158.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0064-SUDOG,1,12,0,1,0,20.3,243.60000000000002,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
8561-NMTBD,1,67,2,2,1,112.35,7527.45,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5161-XEUVX,0,37,2,1,0,94.3,3489.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
8292-FRFZQ,0,39,1,2,0,41.15,1604.85,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
8591-NXRCV,0,41,1,0,1,74.65,3060.65,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
7895-VONWT,0,25,1,0,1,48.25,1206.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4526-RMTLL,1,8,1,1,1,76.15,609.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6253-GNHWH,1,71,1,1,0,71.1,5048.099999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4566-NECEV,0,5,2,0,0,96.55,482.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8080-POTJR,0,30,1,2,1,79.3,2379.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6906-MPARY,0,40,2,2,1,89.6,3584.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3662-FXJFO,0,54,0,1,1,20.5,1107.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
8107-RZLNV,0,72,2,1,1,106.3,7653.599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0516-OOHAR,1,28,2,2,0,100.35,2809.7999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2027-CWDNU,1,18,2,0,1,85.6,1540.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2737-WFVYW,0,2,1,0,1,45.25,90.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9912-OMZDS,1,59,2,2,1,106.15,6262.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3733-ZEECP,1,22,1,0,1,51.1,1124.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
7878-RTCZG,0,1,0,0,0,19.9,19.9,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
2452-MRMZF,0,72,0,1,1,25.7,1850.3999999999999,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
2272-QAGFO,0,14,2,0,1,74.3,1040.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7103-IPXPJ,0,50,2,2,0,99.4,4970.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4342-HFXWS,1,48,1,2,0,69.7,3345.6000000000004,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3545-CNWRG,1,49,2,0,1,98.35,4819.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1785-BPHTP,1,28,2,0,0,85.45,2392.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4989-LIXVT,0,68,2,0,1,95.9,6521.200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7315-WYOAW,0,13,2,0,0,100.75,1309.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1173-XZPYF,0,11,2,0,1,89.2,981.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9850-OWRHQ,0,3,2,0,1,74.1,222.29999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3768-NLUBH,0,57,2,0,0,100.6,5734.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8676-TRMJS,0,3,2,0,0,75.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2509-TFPJU,0,72,0,1,0,25.75,1854.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
9530-GRMJG,1,70,1,1,1,84.1,5887.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6898-RBTLU,1,49,1,1,0,79.3,3885.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5481-NTDOH,0,67,2,2,1,107.05,7172.349999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2068-WWXQZ,0,46,0,1,0,20.05,922.3000000000001,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
7359-SSBJK,0,64,1,1,1,70.2,4492.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2061-VVFST,0,37,0,0,0,19.5,721.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
0685-MLYYM,0,2,2,0,0,70.75,141.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0749-IRGQE,0,13,1,0,0,45.3,588.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2380-DAMQP,0,72,2,1,0,115.15,8290.800000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2256-YLYLP,1,68,1,1,1,72.95,4960.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1272-ILHFG,1,15,0,2,0,19.65,294.75,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
0164-XAIRP,0,24,0,1,1,19.55,469.20000000000005,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
5666-CYCYZ,0,24,2,0,1,89.55,2149.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4011-ARPHK,0,27,1,0,0,50.35,1359.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8182-PNAGI,0,12,1,0,0,50.25,603.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
6365-HITVU,1,71,1,1,0,87.25,6194.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
7558-IMLMT,1,67,0,1,1,20.8,1393.6000000000001,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
9488-FYQAU,0,63,2,1,1,109.25,6882.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3590-TCXTB,0,1,0,0,0,20.35,20.35,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
6994-KERXL,0,4,1,0,1,55.9,223.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7957-RYHQD,0,40,2,0,1,79.2,3168.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2180-DXNEG,0,12,2,0,1,96.0,1152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1960-UOTYM,1,52,1,1,0,79.2,4118.400000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2740-JFBOK,0,10,0,0,1,24.0,240.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
6500-JVEGC,0,68,2,2,0,101.35,6891.799999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5515-AKOAJ,0,54,2,0,1,100.1,5405.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
8976-OQHGT,1,4,1,0,0,56.5,226.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5245-VDBUR,0,52,1,2,0,35.45,1843.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6230-BSUXY,0,1,2,0,1,85.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8469-SNFFH,0,70,1,2,0,79.4,5558.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2144-ESWKO,0,43,1,2,1,35.2,1513.6000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1241-FPMOF,0,52,0,1,0,19.65,1021.8,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
9928-BZVLZ,0,12,1,1,0,49.85,598.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4114-QMKVN,1,56,1,2,0,68.75,3850.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2775-SEFEE,1,0,1,1,1,61.9,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
9003-CPATH,0,42,2,0,0,79.9,3355.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1754-GKYPY,0,22,2,0,1,89.75,1974.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5294-CDGWY,1,51,1,2,0,59.3,3024.2999999999997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7956-XQWGU,0,27,0,0,1,19.4,523.8,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
1591-MQJTP,0,51,2,2,1,93.65,4776.150000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5295-PCJOO,1,4,1,0,1,49.4,197.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2369-FEVNO,0,1,0,0,1,19.9,19.9,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
9863-JZAIC,0,35,1,0,0,55.0,1925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7471-MQPOS,1,71,1,2,1,72.9,5175.900000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
7660-HDPJV,0,1,2,0,1,69.2,69.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5115-SQAAU,1,69,0,1,1,25.6,1766.4,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
9845-QOMAD,1,14,0,2,0,19.75,276.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
7672-VFMXZ,0,57,1,0,0,55.7,3174.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
9739-JLPQJ,1,72,2,1,0,117.5,8460.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
9916-AYHTC,0,48,0,1,0,19.85,952.8000000000001,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
3855-ONCAR,1,4,2,0,1,78.9,315.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1488-SYSFC,1,31,0,0,1,20.65,640.15,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
7931-PXHFC,0,38,1,2,1,62.3,2367.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3990-QYKBE,0,37,2,0,1,92.5,3422.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0970-QXPXW,0,1,0,0,0,19.65,19.65,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
3259-KNMRR,0,57,1,1,1,79.75,4545.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6120-RJKLU,0,62,1,1,1,79.95,4956.900000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
9572-WUKSB,0,3,1,0,1,29.9,89.69999999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5893-KCLGT,1,72,0,1,1,19.75,1422.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
0076-LVEPS,1,29,1,0,1,45.0,1305.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3640-JQGJG,1,13,1,0,0,44.8,582.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4919-MOAVT,1,3,2,0,0,69.65,208.95000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1596-OQSPS,0,11,1,0,0,51.1,562.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9867-XOBQA,1,21,1,1,0,53.15,1116.1499999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
9546-KDTRB,0,19,0,0,0,24.7,469.3,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
3090-HAWSU,0,61,2,1,1,111.6,6807.599999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
9820-RMCQV,0,11,1,0,0,48.55,534.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3174-RKMOW,1,35,2,0,1,109.95,3848.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1760-CAZHT,1,25,0,0,0,20.8,520.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
7839-QRKXN,0,1,0,0,1,20.2,20.2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1
8441-SHIPE,0,67,0,1,1,25.6,1715.2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
5204-QZXPU,0,19,1,0,1,39.65,753.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4597-ELFTS,0,56,0,2,0,24.9,1394.3999999999999,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1
1320-GVNHT,1,72,2,1,1,108.4,7804.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1047-RNXZV,0,43,0,1,0,19.55,840.65,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
3541-ZNUHK,1,55,2,0,1,85.1,4680.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8450-JOVAH,1,2,1,0,0,56.7,113.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8725-JEDFD,0,27,2,0,1,69.05,1864.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
