SeniorCitizen,Partner,Dependents,tenure,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes
0336-KXKFK,0,0,0,72,1,1,1,3,61.2,4406.400000000001,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
5619-XZZKR,0,0,0,4,0,2,0,0,19.95,79.8,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3948-FVVRP,0,1,1,9,1,0,0,0,54.8,493.2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5327-XOKKY,1,1,0,72,1,1,1,3,73.45,5288.400000000001,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0983-TATYJ,0,1,0,33,1,2,1,0,51.45,1697.8500000000001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1813-JYWTO,0,1,0,72,2,1,0,2,80.45,5792.400000000001,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0156-FVPTA,0,1,0,22,1,0,1,1,54.2,1192.4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1984-FCOWB,0,1,0,70,2,2,1,1,109.5,7665.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0654-HMSHN,0,1,1,21,2,0,0,1,104.4,2192.4,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
6719-OXYBR,0,0,0,15,2,0,0,1,85.3,1279.5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3312-ZWLGF,1,1,0,29,2,0,1,1,79.3,2299.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6476-YHMGA,0,1,1,15,1,0,0,2,76.5,1147.5,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
5287-QWLKY,1,1,1,71,2,0,1,3,105.1,7462.099999999999,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0795-XCCTE,1,0,0,72,0,1,0,2,25.4,1828.8,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0168-XZKBB,0,1,0,19,2,0,1,1,86.85,1650.1499999999999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3785-NRHYR,0,0,0,1,0,0,0,0,19.65,19.65,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5196-SGOAK,0,0,0,1,2,0,1,1,75.7,75.7,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4537-DKTAL,0,0,0,2,1,0,0,1,45.55,91.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7072-MBHEV,1,1,1,11,2,0,1,3,78.1,859.0999999999999,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5602-BVFMK,0,0,0,12,0,2,0,0,19.3,231.60000000000002,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6297-NOOPG,0,1,0,70,2,1,1,1,110.5,7735.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1891-UAWWU,1,1,0,20,2,0,0,1,90.8,1816.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
8204-TIFGJ,0,0,0,23,0,0,1,2,20.3,466.90000000000003,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8050-DVOJX,1,0,0,49,1,1,0,3,81.35,3986.1499999999996,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
6108-OQZDQ,0,1,1,4,2,0,1,1,97.95,391.8,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0363-QJVFX,0,0,0,32,2,0,1,3,108.15,3460.8,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
8903-XEBGX,0,0,1,2,1,0,1,1,55.3,110.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8169-SAEJD,1,1,0,69,1,1,0,3,56.55,3901.95,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9840-DVNDC,0,0,0,6,2,0,1,3,80.5,483.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1089-XZWHH,0,1,1,24,0,1,1,0,19.7,472.79999999999995,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2325-WINES,0,0,0,32,2,2,1,3,104.05,3329.6,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
6064-ZATLR,0,0,0,27,1,1,0,2,52.85,1426.95,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3096-JRDSO,1,1,0,27,2,0,1,2,104.3,2816.1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
7824-PANSQ,0,0,0,58,2,0,0,2,80.65,4677.700000000001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8042-JVNFH,0,0,0,1,2,0,1,0,71.35,71.35,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9648-BCHKM,0,1,1,18,0,1,1,3,24.65,443.7,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2888-ADFAO,0,1,1,47,0,1,1,2,21.3,1001.1,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8707-HOEDG,0,1,1,70,2,1,1,1,110.2,7714.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
3374-LXDEV,0,0,0,13,2,0,0,1,89.4,1162.2,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4072-IPYLT,0,1,1,36,1,0,0,3,51.05,1837.8,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7167-PCEYD,0,0,0,67,0,1,1,0,19.8,1326.6000000000001,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4936-YPJNK,0,0,0,10,0,0,1,0,19.9,199.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1580-BMCMR,1,0,0,19,2,0,1,1,87.3,1658.7,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4817-KEQSP,0,1,1,71,0,1,0,2,19.85,1409.3500000000001,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6408-WHTEF,0,1,1,72,1,1,1,0,89.4,6436.8,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9251-AWQGT,0,1,1,48,0,1,0,0,20.0,960.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8749-CLJXC,0,0,0,1,0,0,0,0,20.05,20.05,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7989-VCQOH,0,1,1,18,1,0,0,1,83.25,1498.5,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
5049-GLYVG,0,0,0,1,0,0,0,0,20.6,20.6,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4199-QHJNM,1,1,0,67,2,1,0,2,102.9,6894.3,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
8882-TLVRW,0,1,1,69,1,1,0,0,39.1,2697.9,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
5883-GTGVD,0,0,0,19,2,0,1,1,99.95,1899.05,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5135-GRQJV,1,1,0,72,2,1,1,0,114.5,8244.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2384-OVPSA,1,0,0,38,0,1,0,0,20.2,767.6,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1371-WEPDS,1,1,0,40,1,2,0,1,55.8,2232.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3580-GICBM,0,1,1,61,0,1,1,0,24.2,1476.2,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4817-QRJSX,0,0,0,10,2,0,1,3,81.0,810.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9730-DRTMJ,0,1,0,32,1,2,1,3,72.8,2329.6,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
4686-UXDML,0,0,0,21,2,0,1,3,99.85,2096.85,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3349-ANQNH,1,0,0,59,2,2,1,1,99.5,5870.5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2398-YPMUR,1,1,0,13,2,0,1,1,70.15,911.95,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0932-YIXYU,0,0,0,47,0,1,0,3,20.25,951.75,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7480-SPLEF,0,1,1,69,0,1,1,2,26.0,1794.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7636-XUHWW,0,0,0,2,0,0,1,3,19.9,39.8,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1431-CYWMH,0,1,1,22,0,0,0,2,19.05,419.1,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5937-EORGB,1,1,0,15,2,0,1,1,96.5,1447.5,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6349-JDHQP,0,0,0,53,0,1,0,3,19.85,1052.0500000000002,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5539-HIVAK,1,1,0,28,0,0,0,0,25.7,719.6,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5847-MXBEO,0,0,0,22,0,2,0,0,20.3,446.6,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9985-MWVIX,0,0,0,1,2,0,1,0,70.15,70.15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4583-PARNH,1,1,0,16,2,0,1,1,91.55,1464.8,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1116-FRYVH,0,1,1,48,1,1,0,0,39.4,1891.1999999999998,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1421-HCERK,1,1,0,30,2,0,1,2,105.7,3171.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
9633-XQABV,0,0,0,3,2,0,1,1,70.25,210.75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0716-BQNDX,1,0,0,57,2,1,0,1,93.75,5343.75,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1265-XTECC,1,1,0,68,2,2,1,3,96.55,6565.4,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1183-CANVH,0,1,0,23,1,2,0,2,60.0,1380.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1972-XMUWV,0,1,0,65,1,1,1,3,59.8,3887.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8679-LZBMD,0,1,0,44,2,2,1,2,90.65,3988.6000000000004,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3407-JMJQQ,0,1,1,71,2,1,1,2,109.0,7739.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
6252-DFGTK,0,1,0,37,1,2,0,3,68.1,2519.7,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1539-LNKHM,0,0,0,12,0,0,0,0,20.4,244.79999999999998,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8645-KOMJQ,0,1,1,69,1,1,1,2,81.95,5654.55,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0289-IVARM,0,0,0,35,1,0,0,1,60.55,2119.25,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9761-XUJWD,0,0,0,5,1,0,1,2,65.6,328.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4057-FKCZK,0,1,1,58,2,1,0,2,82.5,4785.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4291-TPNFG,0,1,0,72,1,1,1,2,82.3,5925.599999999999,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
6087-YPWHO,0,1,0,72,1,1,0,0,68.15,4906.8,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3090-QFUVD,0,0,0,1,0,0,0,3,20.3,20.3,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2237-ZFSMY,0,0,0,39,2,2,1,1,95.55,3726.45,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1722-LDZJS,0,1,1,53,0,2,0,3,20.2,1070.6,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1818-ESQMW,0,0,0,27,2,0,1,1,89.2,2408.4,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4871-JTKJF,1,0,0,1,2,0,1,1,69.65,69.65,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1415-YFWLT,1,0,0,1,2,0,1,1,89.3,89.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
7401-RUBNK,0,1,0,18,2,0,0,1,74.8,1346.3999999999999,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0506-YLVKJ,0,1,1,46,0,1,1,0,20.2,929.1999999999999,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8661-BOYNW,0,1,0,72,1,1,1,3,84.4,6076.8,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6711-VTNRE,0,0,0,36,2,0,1,1,87.55,3151.7999999999997,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4815-GBTCD,0,1,0,4,1,0,1,1,25.15,100.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2805-AUFQN,0,0,0,25,0,1,0,3,19.8,495.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0980-PVMRC,0,1,1,40,1,0,1,1,50.85,2034.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
7233-DRTRF,0,1,0,63,2,0,1,1,102.4,6451.200000000001,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3500-RMZLT,1,0,0,15,2,0,1,0,96.3,1444.5,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
3873-NFTGI,0,0,0,14,1,0,1,3,55.5,777.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1162-ECVII,1,1,0,72,2,1,1,2,109.75,7902.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7048-GXDAY,0,0,0,39,2,0,1,1,106.4,4149.6,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
8571-ZCMCX,0,1,1,47,1,1,1,3,60.0,2820.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1169-WCVAK,0,1,0,19,2,0,1,3,88.8,1687.2,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4548-SDBKE,0,0,0,5,2,0,1,1,85.2,426.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8066-POXGX,0,0,0,13,1,0,1,1,35.1,456.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7129-CAKJW,0,0,0,17,2,0,0,2,80.05,1360.85,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8695-ARGXZ,1,1,0,34,2,0,1,1,75.55,2568.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3570-YUEKJ,0,0,0,42,1,0,1,1,49.55,2081.1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4143-OOBWZ,0,1,0,5,2,0,1,1,81.3,406.5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1555-HAPSU,0,1,1,71,0,1,0,3,23.9,1696.8999999999999,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1697-NVVGY,1,1,0,19,1,0,0,2,66.4,1261.6000000000001,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7854-EKTJL,0,0,1,2,0,0,1,1,19.6,39.2,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8464-EETCQ,0,0,0,57,0,1,0,3,18.8,1071.6000000000001,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2419-FSORS,0,1,0,72,2,1,1,1,108.4,7804.8,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
8132-YPVBX,0,0,0,6,2,0,1,0,85.95,515.7,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9102-IAYHT,0,1,1,17,2,0,1,1,85.45,1452.65,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6754-LZUKA,0,1,0,61,1,1,0,2,80.9,4934.900000000001,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3422-LYEPQ,0,1,1,1,2,0,1,1,71.0,71.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8099-MZPUJ,0,1,1,48,2,1,0,3,111.8,5366.4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0787-LHDYT,0,0,0,16,0,0,1,3,20.6,329.6,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2642-DTVCO,1,0,0,9,2,0,1,1,85.05,765.4499999999999,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0374-IOEGQ,0,0,0,3,1,0,0,1,44.6,133.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4361-JEIVL,0,0,1,1,1,0,1,1,44.4,44.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3197-NNYNB,0,0,0,65,2,1,0,3,105.1,6831.5,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3396-DKDEL,0,1,1,70,2,1,1,3,115.15,8060.5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1752-OZXFY,0,1,0,60,1,2,1,0,59.8,3588.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9066-QRSDU,0,1,0,69,0,2,1,1,26.3,1814.7,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9112-WSNPU,1,0,0,35,2,0,0,1,70.55,2469.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9867-NNXLC,0,0,0,22,0,0,1,0,20.05,441.1,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5321-NTRKC,0,1,1,66,1,1,0,2,79.85,5270.099999999999,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1363-TXLSL,1,1,0,1,2,0,1,1,70.3,70.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9507-EXLTT,0,1,0,1,2,0,1,2,79.35,79.35,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3161-GETRM,0,1,1,34,2,0,1,3,90.05,3061.7,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0402-OAMEN,0,1,1,72,0,1,0,2,24.45,1760.3999999999999,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6933-VLYFX,0,1,1,31,1,2,0,1,59.95,1858.45,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6754-WKSHP,0,0,1,30,0,2,0,2,25.35,760.5,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9846-GKXAS,0,0,0,9,2,0,1,2,90.8,817.1999999999999,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
6017-PPLPX,0,1,1,20,2,0,1,1,70.45,1409.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4976-LNFVV,1,1,0,19,1,0,1,3,34.3,651.6999999999999,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5055-MGMGF,0,1,0,65,2,0,1,1,105.05,6828.25,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4641-FROLU,0,1,1,30,0,1,0,0,19.3,579.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2862-JVEOY,0,0,0,6,0,2,0,0,19.15,114.89999999999999,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2969-QWUBZ,0,0,0,2,1,0,0,1,51.4,102.8,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9822-BIIGN,0,1,1,53,1,0,0,1,71.85,3808.0499999999997,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2077-MPJQO,1,1,0,7,2,0,1,1,75.4,527.8000000000001,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1534-OULXE,0,1,1,61,1,2,1,2,49.7,3031.7000000000003,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7136-RVDTZ,1,0,0,70,1,2,1,1,45.25,3167.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2971-SGAFL,0,0,0,13,1,0,1,1,78.75,1023.75,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1480-IVEVR,1,1,0,35,2,2,1,2,81.6,2856.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2905-KFQUV,0,1,0,2,2,0,1,3,70.4,140.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4581-SSPWD,0,0,0,3,2,0,1,1,75.8,227.39999999999998,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3370-HXOPH,0,0,0,3,2,0,0,1,76.1,228.29999999999998,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9391-YZEJW,0,0,0,62,2,2,1,2,94.0,5828.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9958-MEKUC,0,1,1,72,2,1,0,3,103.95,7484.400000000001,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0281-CNTZX,0,1,0,63,0,1,1,2,19.95,1256.85,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6927-WTFIV,1,0,0,20,2,0,0,3,71.3,1426.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4118-CEVPF,1,0,0,35,2,2,1,2,110.8,3878.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
3398-ZOUAA,1,1,0,21,2,0,1,1,69.1,1451.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
