SeniorCitizen,Partner,Dependents,tenure,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes
0530-IJVDB,0,0,1,70,2,1,1,1,114.6,8022.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
5047-LHVLY,1,0,1,1,1,0,1,0,50.15,50.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8404-FYDIB,0,0,0,26,2,0,1,3,86.65,2252.9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3415-TAILE,0,1,1,2,1,0,0,0,65.7,131.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2819-GWENI,0,1,1,28,0,2,0,0,19.9,557.1999999999999,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6164-HXUGH,0,1,1,6,0,0,0,0,19.85,119.1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6762-QVYJO,0,1,1,58,1,1,0,0,59.75,3465.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
5046-NUHWD,1,1,0,29,1,0,1,1,45.0,1305.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0106-GHRQR,0,0,0,16,1,0,1,2,71.4,1142.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
8374-XGEJJ,1,1,0,43,2,0,1,1,101.0,4343.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2546-KZAAT,0,1,0,52,1,2,1,0,75.4,3920.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
7569-NMZYQ,0,1,1,72,2,1,1,2,118.75,8550.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
3279-DYZQM,0,1,1,71,0,1,0,0,19.45,1380.95,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0374-FIUCA,0,1,0,65,0,1,1,3,20.4,1326.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3714-NTNFO,0,0,0,49,2,0,1,1,84.5,4140.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8705-DWKTI,0,0,0,52,2,0,1,3,83.8,4357.599999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4195-SMMNX,0,0,0,2,0,0,0,0,20.35,40.7,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2599-CIPQE,0,1,1,71,2,1,0,3,109.3,7760.3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
5136-GFPMB,0,0,0,54,2,0,0,3,89.4,4827.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6476-YHMGA,0,1,1,15,1,0,0,2,76.5,1147.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
3055-MJDSB,0,0,0,9,1,0,1,0,24.6,221.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7516-GMHUV,1,1,0,50,2,1,1,3,105.05,5252.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
5940-NFXKV,0,1,1,19,2,0,1,1,83.65,1589.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3597-YASZG,1,1,0,70,2,1,1,2,104.45,7311.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
3786-WOVKF,1,1,0,72,2,2,1,2,106.85,7693.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2806-MLNTI,1,1,0,52,2,2,1,2,105.1,5465.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0799-DDIHE,0,1,1,15,1,0,0,1,46.3,694.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9926-PJHDQ,0,1,1,72,1,1,1,2,76.8,5529.599999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0334-GDDSO,1,0,0,3,2,0,1,1,81.35,244.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2371-KFUOG,0,0,0,58,2,2,0,2,99.15,5750.700000000001,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
4634-JLRJT,0,0,0,1,0,0,1,0,20.35,20.35,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5886-VLQVU,0,1,0,35,2,0,1,2,89.85,3144.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3194-ORPIK,0,1,1,50,2,0,1,2,84.4,4220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6048-NJXHX,0,1,0,41,0,1,1,1,19.75,809.75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7860-KSUGX,0,1,1,72,1,1,0,3,64.45,4640.400000000001,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2925-MXLSX,0,0,0,30,1,2,1,3,68.95,2068.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2933-FILNV,0,1,1,2,1,0,1,0,24.4,48.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7758-XKCBS,0,0,0,15,1,0,1,1,29.7,445.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2027-DNKIV,0,1,1,37,1,2,1,0,58.75,2173.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4751-ERMAN,0,1,1,72,1,1,1,2,75.4,5428.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
8224-KDLKN,0,1,1,72,0,1,0,2,25.0,1800.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7929-SKFGK,0,1,0,70,2,1,0,3,114.3,8001.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
8329-IBCTI,0,0,0,1,0,0,0,0,19.65,19.65,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5016-IBERQ,0,1,0,23,2,0,0,1,84.25,1937.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5405-ZMYXQ,0,0,0,8,2,0,1,3,74.6,596.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7841-TZDMQ,0,0,0,2,1,0,1,3,46.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9754-CLVZW,0,1,1,26,1,0,0,3,38.85,1010.1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9503-XJUME,0,0,1,52,0,2,0,3,19.65,1021.8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3298-QEICA,0,1,1,23,1,1,0,0,34.6,795.8000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9420-LOJKX,0,0,0,15,2,0,1,3,99.1,1486.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3391-JSQEW,0,1,0,40,1,0,1,0,50.15,2006.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4939-KYYPY,0,0,0,27,1,0,0,1,59.45,1605.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2061-VVFST,0,1,0,37,0,0,0,2,19.5,721.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6480-YAGIY,0,0,0,45,2,2,0,3,112.2,5049.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0330-IVZHA,0,1,0,5,2,0,0,1,69.95,349.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7161-DFHUF,0,1,0,71,0,1,0,0,23.85,1693.35,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1260-TTRXI,0,0,0,4,1,0,0,1,54.3,217.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8577-QSOCG,0,1,1,38,0,1,1,0,20.2,767.6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8963-JLGJT,0,0,1,3,1,0,0,0,55.9,167.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3266-FTKHB,0,0,0,17,0,1,0,0,19.15,325.54999999999995,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6122-LJADA,0,1,1,70,1,1,1,3,90.15,6310.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
8710-YGLWG,0,0,0,1,1,0,1,0,44.9,44.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6463-HHXJR,0,1,1,71,2,1,0,2,100.5,7135.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
9576-SYUHJ,0,0,0,37,2,0,1,1,91.15,3372.55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
9289-LBQVU,0,1,0,64,1,2,1,0,70.15,4489.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2207-QPJED,1,1,0,37,2,0,0,1,90.0,3330.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
6990-YNRIO,0,1,1,65,2,1,0,2,108.65,7062.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0489-WMEMG,0,0,1,23,1,2,1,1,49.45,1137.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2189-UXTKY,0,1,0,22,1,0,1,1,79.2,1742.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
7105-MXJLL,1,1,0,26,1,2,0,0,60.7,1578.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
7133-VBDCG,0,0,0,25,2,0,1,2,79.85,1996.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9933-QRGTX,0,1,0,60,2,1,1,1,97.2,5832.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
6356-ELRKD,0,0,0,1,2,0,1,1,95.6,95.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2194-IIQOF,0,1,0,71,1,1,0,3,89.3,6340.3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
8063-GBATB,1,0,0,27,2,0,1,1,85.25,2301.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9611-CTWIH,0,0,0,3,2,0,1,1,89.45,268.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3571-DPYUH,0,1,1,58,2,2,1,3,94.7,5492.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8519-QJGJD,0,0,0,14,2,0,0,1,75.35,1054.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5846-NEQVZ,0,1,1,71,1,1,1,3,70.85,5030.349999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
6022-KOUQO,0,1,1,2,1,0,0,2,29.05,58.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7205-BAIAD,0,0,0,40,0,1,1,2,20.6,824.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9574-BOSMD,0,1,1,68,0,1,0,2,25.4,1727.1999999999998,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4884-TVUQF,1,0,0,57,2,1,0,3,101.3,5774.099999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
6439-GTPCA,0,0,0,45,2,0,1,1,87.25,3926.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3795-CAWEX,0,1,1,70,2,1,1,3,116.55,8158.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7821-DPRQE,0,1,0,68,2,0,1,1,107.7,7323.6,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
4983-CLMLV,0,1,0,52,2,0,1,3,102.7,5340.400000000001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2380-DAMQP,0,1,0,72,2,1,0,1,115.15,8290.800000000001,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7534-BFESC,1,0,0,24,2,0,1,1,76.1,1826.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6695-FRVEC,0,1,1,67,1,1,1,2,60.4,4046.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0361-HJRDX,0,0,0,68,1,1,0,3,64.35,4375.799999999999,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0354-VXMJC,0,1,1,23,0,1,0,3,19.6,450.8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6559-ILWKJ,0,1,0,71,1,1,0,1,49.35,3503.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9895-VFOXH,0,0,0,1,1,0,0,0,24.4,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8229-BUJHX,0,1,1,71,0,1,0,2,20.5,1455.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4476-OSWTN,1,1,0,69,2,2,1,0,110.55,7627.95,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2995-UPRYS,1,1,0,40,2,2,1,3,99.2,3968.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
9208-OLGAQ,1,0,0,18,2,0,1,1,84.95,1529.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4124-MMETB,0,0,0,22,2,0,1,3,94.65,2082.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
8882-TLVRW,0,1,1,69,1,1,0,0,39.1,2697.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2957-JIRMN,1,0,0,62,2,2,0,1,84.45,5235.900000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3646-ITDGM,0,0,0,56,0,1,0,2,19.7,1103.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2673-ZALNP,0,0,0,7,0,2,0,0,19.9,139.29999999999998,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9975-SKRNR,0,0,0,1,0,0,0,0,18.9,18.9,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3724-UCSHY,0,1,1,6,0,0,0,0,19.55,117.3,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0259-GBZSH,0,0,0,2,2,0,1,1,85.65,171.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7130-CTCUS,1,1,0,16,1,0,1,2,54.55,872.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8150-QUDFX,0,0,0,2,0,0,0,0,19.85,39.7,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8218-FFJDS,0,1,0,72,1,1,1,2,86.4,6220.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
8259-NFJTV,0,1,1,7,1,0,0,0,34.65,242.55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7909-FIOIY,0,1,1,19,1,0,1,0,24.85,472.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3317-VLGQT,0,1,0,14,2,0,1,1,78.1,1093.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2722-VOJQL,0,0,0,64,2,2,1,3,105.65,6761.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0584-BJQGZ,0,0,0,25,1,0,1,2,78.35,1958.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
6732-VAILE,0,1,1,70,1,1,1,3,85.95,6016.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1302-TPUBN,0,0,0,66,0,1,0,2,19.35,1277.1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8380-PEFPE,0,0,1,1,2,0,1,1,71.65,71.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7402-PWYJJ,0,1,0,53,2,2,1,1,91.15,4830.950000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4250-FDVOU,0,0,0,6,1,0,0,1,56.25,337.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9128-CPXKI,0,0,0,59,2,1,0,1,95.8,5652.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4183-WCSEP,0,0,0,31,2,0,1,1,78.45,2431.9500000000003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0404-SWRVG,0,0,0,3,2,0,1,1,74.4,223.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6227-HWPWX,0,0,1,15,2,0,0,2,69.0,1035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1899-VXWXM,0,0,0,48,2,2,1,3,106.1,5092.799999999999,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
8450-JOVAH,0,1,1,2,1,0,0,0,56.7,113.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4550-VBOFE,1,1,0,70,2,0,1,1,102.95,7206.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
9546-CQJSU,0,0,0,2,2,0,1,1,91.4,182.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4789-KWMXN,0,1,0,47,2,2,1,3,110.85,5209.95,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0835-DUUIQ,0,0,1,24,0,2,0,2,21.05,505.2000000000001,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1855-AGAWH,0,1,0,31,2,2,1,1,93.8,2907.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
9079-YEXQJ,0,0,0,54,2,0,0,1,111.1,5999.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
3577-AMVUX,0,0,0,1,1,0,0,0,55.05,55.05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2316-ESMLS,0,1,1,12,1,2,0,3,33.15,397.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9426-SXNHE,0,0,0,2,0,0,0,2,18.75,37.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8550-XSXUQ,0,1,0,48,1,2,1,3,70.55,3386.4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0723-DRCLG,1,1,0,1,2,0,1,1,74.45,74.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2176-OSJUV,0,1,0,71,1,1,0,2,65.15,4625.650000000001,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0107-WESLM,0,0,0,1,0,0,1,1,19.85,19.85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8626-XHBIE,0,0,1,56,0,1,1,0,24.8,1388.8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0188-GWFLE,0,0,0,2,0,0,0,0,20.05,40.1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8166-ZZTFS,1,1,0,66,1,1,1,2,80.55,5316.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
5774-QPLTF,0,1,1,50,0,2,1,0,20.35,1017.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0929-PECLO,1,0,0,63,2,0,1,2,89.6,5644.799999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5696-QURRL,0,0,0,1,1,0,1,0,45.05,45.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8124-NZVGJ,0,0,0,6,1,2,1,0,49.25,295.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
4130-MZLCC,0,0,0,5,1,0,0,2,50.55,252.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4489-SNOJF,0,1,1,35,1,0,0,1,72.25,2528.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
8984-HPEMB,0,0,0,71,2,1,1,1,118.65,8424.15,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
4615-PIVVU,0,0,0,42,1,1,0,3,66.5,2793.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
6848-HJTXY,0,1,0,64,0,1,0,3,19.45,1244.8,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8757-TFHHJ,0,0,0,1,1,0,1,3,49.8,49.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4603-JANFB,0,0,0,1,2,0,1,1,69.85,69.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8565-HBFNN,0,1,0,69,2,2,1,3,107.2,7396.8,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
7422-WNBTY,0,1,0,33,2,0,1,1,93.35,3080.55,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4712-UYOOI,0,1,1,20,0,0,0,1,20.0,400.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3372-CDXFJ,0,1,1,13,0,2,0,2,24.5,318.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5353-WILCI,0,0,0,28,1,0,0,1,56.05,1569.4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0988-AADSA,0,1,1,72,1,1,0,2,80.85,5821.2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
8270-RKSAP,0,0,0,9,2,0,1,1,70.5,634.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5954-BDFSG,0,0,0,72,2,1,1,3,107.5,7740.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
5792-JALQC,1,0,0,52,1,1,0,2,59.85,3112.2000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2202-OUTMO,0,1,0,34,1,0,1,2,60.85,2068.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9028-LIHRP,0,1,1,71,2,1,0,3,100.2,7114.2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
9150-KPBJQ,0,0,0,6,0,1,0,3,19.65,117.9,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4003-OCTMP,0,1,0,31,1,2,1,1,64.0,1984.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8775-LHDJH,1,1,0,1,2,0,1,1,90.6,90.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6770-UAYGJ,0,1,1,49,0,1,0,0,25.25,1237.25,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
