tenure,InternetService,Contract,TotalCharges,OnlineSecurity_No internet service,OnlineBackup_No internet service,DeviceProtection_No internet service,TechSupport_No internet service,StreamingTV_No internet service,StreamingMovies_No internet service,Churn
2867-UIMSS,1,2,0,80.5,0.0,0.0,0.0,0.0,0.0,0.0,1
8495-PRWFH,42,1,0,2337.2999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
0439-IFYUN,18,2,0,1344.6000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
5716-LIBJC,13,2,2,1353.95,0.0,0.0,0.0,0.0,0.0,0.0,0
2868-LLSKM,68,2,2,5688.200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
8111-RKSPX,4,2,0,288.8,0.0,0.0,0.0,0.0,0.0,0.0,1
2988-QRAJY,69,2,1,7593.45,0.0,0.0,0.0,0.0,0.0,0.0,0
1585-MQSSU,17,1,0,875.5,0.0,0.0,0.0,0.0,0.0,0.0,1
0071-NDAFP,25,0,1,637.5,1.0,1.0,1.0,1.0,1.0,1.0,0
2856-NNASM,43,2,0,3850.65,0.0,0.0,0.0,0.0,0.0,0.0,1
7328-ZJAJO,59,0,1,1150.5,1.0,1.0,1.0,1.0,1.0,1.0,0
6458-CYIDZ,5,2,0,403.5,0.0,0.0,0.0,0.0,0.0,0.0,0
8559-CIZFV,21,1,2,1627.5,0.0,0.0,0.0,0.0,0.0,0.0,1
1090-PYKCI,69,2,2,7251.9,0.0,0.0,0.0,0.0,0.0,0.0,0
3058-WQDRE,13,1,0,326.95,0.0,0.0,0.0,0.0,0.0,0.0,0
7547-EKNFS,42,2,0,4000.5,0.0,0.0,0.0,0.0,0.0,0.0,1
2279-AXJJK,52,2,0,4973.8,0.0,0.0,0.0,0.0,0.0,0.0,0
6769-DYBQN,46,2,0,3910.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0909-SELIE,61,1,1,4928.8,0.0,0.0,0.0,0.0,0.0,0.0,0
3417-TSCIC,29,1,2,720.6500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
1042-HFUCW,25,1,2,1368.75,0.0,0.0,0.0,0.0,0.0,0.0,0
4439-JMPMT,5,2,0,428.75,0.0,0.0,0.0,0.0,0.0,0.0,1
6537-OTKMY,15,1,2,761.25,0.0,0.0,0.0,0.0,0.0,0.0,0
8999-EXMNO,19,0,1,382.84999999999997,1.0,1.0,1.0,1.0,1.0,1.0,0
6725-TPKJO,44,0,1,882.2,1.0,1.0,1.0,1.0,1.0,1.0,0
2446-BEGGB,6,2,0,589.5,0.0,0.0,0.0,0.0,0.0,0.0,1
7162-WPHPM,58,1,1,4152.799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
1599-MMYRQ,62,2,2,5049.900000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
8821-KVZKQ,70,1,2,4088.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1496-GGSUK,1,1,0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,1
6434-TTGJP,10,1,1,537.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0042-JVWOJ,26,0,2,509.6,1.0,1.0,1.0,1.0,1.0,1.0,0
0130-SXOUN,66,2,0,5900.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
2575-GFSOE,7,2,0,483.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2330-PQGDQ,51,2,2,4294.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1452-UZOSF,72,2,1,7639.2,0.0,0.0,0.0,0.0,0.0,0.0,0
2097-YVPKN,65,0,1,1673.75,1.0,1.0,1.0,1.0,1.0,1.0,0
2842-JTCCU,2,1,0,92.1,0.0,0.0,0.0,0.0,0.0,0.0,1
8597-CTXVJ,70,1,2,4546.5,0.0,0.0,0.0,0.0,0.0,0.0,0
6631-HMANX,72,1,1,6152.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
9962-BFPDU,1,0,0,20.05,1.0,1.0,1.0,1.0,1.0,1.0,0
3296-SILRA,1,2,0,76.4,0.0,0.0,0.0,0.0,0.0,0.0,1
9681-OXGVC,5,2,0,502.5,0.0,0.0,0.0,0.0,0.0,0.0,1
6394-HHHZM,3,0,0,62.099999999999994,1.0,1.0,1.0,1.0,1.0,1.0,0
5995-LFTLE,58,0,1,1467.4,1.0,1.0,1.0,1.0,1.0,1.0,0
5180-UCIIQ,22,1,0,881.0999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1
1932-UEDCX,33,2,0,3319.7999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
7153-OANIO,1,2,0,69.95,0.0,0.0,0.0,0.0,0.0,0.0,1
5188-HGMLP,54,2,0,3996.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0665-XHDJU,72,2,1,7156.8,0.0,0.0,0.0,0.0,0.0,0.0,0
6521-YYTYI,1,2,0,93.3,0.0,0.0,0.0,0.0,0.0,0.0,1
8878-HMWBV,3,1,0,147.45,0.0,0.0,0.0,0.0,0.0,0.0,1
8265-HKSOW,72,2,1,7736.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
3544-FBCAS,72,1,1,6019.2,0.0,0.0,0.0,0.0,0.0,0.0,0
5331-RGMTT,54,2,0,5348.7,0.0,0.0,0.0,0.0,0.0,0.0,0
4759-PXTAN,59,1,2,4725.9,0.0,0.0,0.0,0.0,0.0,0.0,0
7054-DMVAS,54,1,1,3526.2,0.0,0.0,0.0,0.0,0.0,0.0,0
3428-MMGUB,60,2,1,5373.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6549-BTYPG,60,1,1,3648.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7823-JSOAG,3,2,0,223.5,0.0,0.0,0.0,0.0,0.0,0.0,0
3705-RHRFR,69,2,1,6841.35,0.0,0.0,0.0,0.0,0.0,0.0,0
9374-YOLBJ,1,0,0,19.25,1.0,1.0,1.0,1.0,1.0,1.0,0
9074-KGVOX,50,1,0,1972.5000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0
6128-DAFVY,56,1,0,2511.6,0.0,0.0,0.0,0.0,0.0,0.0,0
9933-QRGTX,60,2,1,5832.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4476-OSWTN,69,2,2,7627.95,0.0,0.0,0.0,0.0,0.0,0.0,0
3751-KTZEL,1,1,0,35.05,0.0,0.0,0.0,0.0,0.0,0.0,1
1977-STDKI,1,2,0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5066-GFJMM,3,0,0,59.699999999999996,1.0,1.0,1.0,1.0,1.0,1.0,0
2661-GKBTK,60,1,1,4617.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0458-HEUZG,13,1,1,460.2,0.0,0.0,0.0,0.0,0.0,0.0,0
7268-WNTCP,62,0,1,1267.8999999999999,1.0,1.0,1.0,1.0,1.0,1.0,0
0824-VWDPO,45,2,2,4353.75,0.0,0.0,0.0,0.0,0.0,0.0,0
8409-WQJUX,25,1,2,1355.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2578-JQPHZ,44,2,1,4404.4,0.0,0.0,0.0,0.0,0.0,0.0,0
3278-FSIXX,2,1,0,90.5,0.0,0.0,0.0,0.0,0.0,0.0,0
5813-UECBU,33,2,0,2767.0499999999997,0.0,0.0,0.0,0.0,0.0,0.0,1
0328-GRPMV,1,2,0,70.1,0.0,0.0,0.0,0.0,0.0,0.0,1
9746-UGFAC,22,0,2,458.70000000000005,1.0,1.0,1.0,1.0,1.0,1.0,0
2946-KIQSP,35,1,0,1170.75,0.0,0.0,0.0,0.0,0.0,0.0,0
0625-AFOHS,29,0,1,585.8,1.0,1.0,1.0,1.0,1.0,1.0,0
6726-WEXXK,27,2,2,2319.3,0.0,0.0,0.0,0.0,0.0,0.0,0
4636-OLWOE,54,1,2,3294.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4342-HENTK,2,2,0,141.3,0.0,0.0,0.0,0.0,0.0,0.0,1
4685-ERGHK,57,2,2,4953.3,0.0,0.0,0.0,0.0,0.0,0.0,0
0885-HMGPY,62,1,1,4302.8,0.0,0.0,0.0,0.0,0.0,0.0,0
5003-OKNNK,15,0,2,305.25,1.0,1.0,1.0,1.0,1.0,1.0,0
4195-SMMNX,2,0,0,40.7,1.0,1.0,1.0,1.0,1.0,1.0,1
7208-PSIHR,70,2,1,7301.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4012-ZTHBR,21,1,0,943.95,0.0,0.0,0.0,0.0,0.0,0.0,0
0489-WMEMG,23,1,2,1137.3500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
7435-ZNUYY,6,0,2,123.60000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
1354-YZFNB,4,0,1,78.2,1.0,1.0,1.0,1.0,1.0,1.0,0
6956-SMUCM,3,2,0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2985-FMWYF,23,2,0,2150.5,0.0,0.0,0.0,0.0,0.0,0.0,0
2812-ENYMO,26,1,2,1418.3,0.0,0.0,0.0,0.0,0.0,0.0,0
2717-HVIZY,8,0,0,160.4,1.0,1.0,1.0,1.0,1.0,1.0,0
3223-WZWJM,26,2,0,2182.7000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1
3422-GALYP,2,2,0,158.9,0.0,0.0,0.0,0.0,0.0,0.0,0
9053-JZFKV,67,2,1,7785.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,1
2530-ENDWQ,71,2,1,6652.7,0.0,0.0,0.0,0.0,0.0,0.0,1
2890-WFBHU,59,1,2,4711.15,0.0,0.0,0.0,0.0,0.0,0.0,0
0327-WFZSY,39,2,2,3900.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7977-HXJKU,21,0,1,411.6,1.0,1.0,1.0,1.0,1.0,1.0,0
6615-ZGEDR,1,0,0,19.7,1.0,1.0,1.0,1.0,1.0,1.0,1
7033-CLAMM,48,0,1,969.5999999999999,1.0,1.0,1.0,1.0,1.0,1.0,0
4023-RTIQM,31,1,2,1562.3999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
0864-FVJNJ,64,2,2,7254.4,0.0,0.0,0.0,0.0,0.0,0.0,0
7356-IWLFW,46,2,0,3680.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9541-PWTWO,52,1,1,4209.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
3967-VQOGC,67,0,1,1668.3,1.0,1.0,1.0,1.0,1.0,1.0,0
7872-RDDLZ,67,1,0,3678.2999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
9250-WYPLL,5,2,0,377.75,0.0,0.0,0.0,0.0,0.0,0.0,1
6308-CQRBU,71,2,1,7756.75,0.0,0.0,0.0,0.0,0.0,0.0,0
2754-XBHTB,9,2,0,698.85,0.0,0.0,0.0,0.0,0.0,0.0,1
1597-LHYNC,26,2,0,2470.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0186-CAERR,71,2,2,8257.3,0.0,0.0,0.0,0.0,0.0,0.0,0
3043-SUDUA,32,0,0,636.8,1.0,1.0,1.0,1.0,1.0,1.0,0
5442-BHQNG,2,2,0,140.7,0.0,0.0,0.0,0.0,0.0,0.0,0
2169-RRLFW,71,0,1,1817.6000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
5872-OEQNH,60,1,2,2667.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3162-KKZXO,55,2,2,5508.25,0.0,0.0,0.0,0.0,0.0,0.0,0
7055-VKGDA,54,2,2,5691.6,0.0,0.0,0.0,0.0,0.0,0.0,1
0754-UKWQP,2,2,0,191.7,0.0,0.0,0.0,0.0,0.0,0.0,1
8873-GLDMH,6,2,0,443.09999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
5696-JVVQY,48,1,1,3364.7999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
8946-BFWSG,63,0,1,1590.75,1.0,1.0,1.0,1.0,1.0,1.0,0
7493-TPUWZ,1,2,0,79.15,0.0,0.0,0.0,0.0,0.0,0.0,1
0547-HURJB,12,0,0,252.60000000000002,1.0,1.0,1.0,1.0,1.0,1.0,0
8904-OPDCK,54,1,0,1347.3,0.0,0.0,0.0,0.0,0.0,0.0,0
8845-LWKGE,30,1,2,1935.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1577-HKTFG,30,0,0,589.5,1.0,1.0,1.0,1.0,1.0,1.0,1
8752-STIVR,4,2,0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0691-NIKRI,40,2,2,4238.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5022-JNQEQ,9,2,0,682.65,0.0,0.0,0.0,0.0,0.0,0.0,0
4558-FANTW,17,2,0,1561.4499999999998,0.0,0.0,0.0,0.0,0.0,0.0,1
3249-VHRIP,62,1,1,2703.2000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0
3736-BLEPA,28,2,2,2555.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4701-LKOZD,70,1,1,6282.5,0.0,0.0,0.0,0.0,0.0,0.0,0
6603-QWSPR,46,2,1,4802.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
9921-QFQUL,23,2,0,2073.4500000000003,0.0,0.0,0.0,0.0,0.0,0.0,0
1929-ZCBHE,47,1,2,1894.1,0.0,0.0,0.0,0.0,0.0,0.0,0
4378-MYPGO,68,2,1,7157.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8651-ENBZX,60,2,2,6360.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4129-LYCOI,67,2,1,6968.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7798-JVXYM,14,1,0,975.1000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
8647-SDTWQ,57,2,0,4235.099999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
2696-ECXKC,55,2,2,5549.5,0.0,0.0,0.0,0.0,0.0,0.0,0
2081-KJSQF,1,0,0,20.25,1.0,1.0,1.0,1.0,1.0,1.0,0
7623-TRNQN,1,1,0,49.9,0.0,0.0,0.0,0.0,0.0,0.0,1
3323-CPBWR,23,2,0,2228.7000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0
9330-IJWIO,13,2,0,1304.55,0.0,0.0,0.0,0.0,0.0,0.0,1
3384-CTMSF,47,2,0,4892.7,0.0,0.0,0.0,0.0,0.0,0.0,0
0902-RFHOF,38,0,2,763.8000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
9286-DOJGF,38,2,0,2848.1,0.0,0.0,0.0,0.0,0.0,0.0,1
6048-QBXKL,2,1,0,113.1,0.0,0.0,0.0,0.0,0.0,0.0,0
9661-MHUMO,1,1,0,49.25,0.0,0.0,0.0,0.0,0.0,0.0,1
7718-RXDGG,15,2,0,1029.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1025-FALIX,26,2,0,1795.3,0.0,0.0,0.0,0.0,0.0,0.0,0
3451-VAWLI,35,0,1,689.5,1.0,1.0,1.0,1.0,1.0,1.0,0
3407-QGWLG,3,0,0,60.150000000000006,1.0,1.0,1.0,1.0,1.0,1.0,0
1842-EZJMK,50,2,0,5185.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2347-WKKAE,42,2,0,3964.8,0.0,0.0,0.0,0.0,0.0,0.0,0
8735-DCXNF,10,1,0,549.5,0.0,0.0,0.0,0.0,0.0,0.0,0
3214-IYUUQ,61,2,2,5715.7,0.0,0.0,0.0,0.0,0.0,0.0,0
1936-UAFEH,68,2,1,7497.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3587-PMCOY,10,2,2,989.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8079-XRJRS,65,2,2,5833.75,0.0,0.0,0.0,0.0,0.0,0.0,1
1027-LKKQQ,72,1,1,5792.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
7148-XZPHA,55,2,0,4367.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8073-IJDCM,1,0,0,20.3,1.0,1.0,1.0,1.0,1.0,1.0,1
5309-TAIKL,7,1,0,439.59999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
6856-RAURS,2,2,0,149.8,0.0,0.0,0.0,0.0,0.0,0.0,0
8778-LMWTJ,9,2,0,673.65,0.0,0.0,0.0,0.0,0.0,0.0,0
9717-IOAAF,27,0,1,697.95,1.0,1.0,1.0,1.0,1.0,1.0,0
8884-ADFVN,7,2,0,713.65,0.0,0.0,0.0,0.0,0.0,0.0,1
2845-KDHVX,64,1,1,4371.2,0.0,0.0,0.0,0.0,0.0,0.0,0
0848-SOMKO,70,1,1,3388.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2720-WGKHP,2,2,0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6734-FQAJX,67,2,1,7038.349999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
2869-ADAWR,45,2,0,4018.5,0.0,0.0,0.0,0.0,0.0,0.0,1
1535-VTJOQ,24,0,1,603.5999999999999,1.0,1.0,1.0,1.0,1.0,1.0,0
6368-TZZDT,4,0,1,78.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0943-ZQPXH,44,2,0,4089.8,0.0,0.0,0.0,0.0,0.0,0.0,0
1293-BSEUN,72,0,1,1490.3999999999999,1.0,1.0,1.0,1.0,1.0,1.0,0
9894-EZEWG,1,2,0,74.3,0.0,0.0,0.0,0.0,0.0,0.0,1
1302-TPUBN,66,0,1,1277.1000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
7851-FLGGQ,1,1,0,44.65,0.0,0.0,0.0,0.0,0.0,0.0,1
0637-UBJRP,13,2,0,1092.6499999999999,0.0,0.0,0.0,0.0,0.0,0.0,1
0940-OUQEC,10,2,0,807.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2378-VTKDH,65,2,0,6782.75,0.0,0.0,0.0,0.0,0.0,0.0,0
0927-CNGRH,1,0,0,19.55,1.0,1.0,1.0,1.0,1.0,1.0,0
8608-OZTLB,38,1,2,2813.9,0.0,0.0,0.0,0.0,0.0,0.0,0
2335-GSODA,23,1,1,922.3000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
1952-DVVSW,10,0,2,201.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0702-PGIBZ,4,2,0,406.8,0.0,0.0,0.0,0.0,0.0,0.0,1
6656-GULJQ,72,1,1,6015.599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
9853-JFZDU,35,1,0,1989.75,0.0,0.0,0.0,0.0,0.0,0.0,0
1963-VAUKV,1,0,0,20.4,1.0,1.0,1.0,1.0,1.0,1.0,1
3777-XROBG,58,0,1,1133.9,1.0,1.0,1.0,1.0,1.0,1.0,0
6994-FGRHH,70,2,2,7430.5,0.0,0.0,0.0,0.0,0.0,0.0,0
4000-VGMQP,38,1,2,3000.1,0.0,0.0,0.0,0.0,0.0,0.0,0
3999-WRNGR,60,1,0,2985.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3466-RITXD,26,2,0,2402.4,0.0,0.0,0.0,0.0,0.0,0.0,0
2680-XKKNJ,8,1,2,465.6,0.0,0.0,0.0,0.0,0.0,0.0,0
3058-HJCUY,41,2,2,4206.599999999999,0.0,0.0,0.0,0.0,0.0,0.0,1
2974-GGUXS,36,2,0,3310.2000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0
7994-XIRTR,54,1,2,3523.5,0.0,0.0,0.0,0.0,0.0,0.0,0
3259-FDWOY,71,2,1,7526.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2101-RANCD,55,2,0,4020.4999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0
7921-BEPCI,72,1,1,4302.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0807-ZABDG,3,1,0,165.3,0.0,0.0,0.0,0.0,0.0,0.0,1
8510-TMWYB,54,1,1,3229.2,0.0,0.0,0.0,0.0,0.0,0.0,0
3258-ZKPAI,72,2,1,8395.199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
1428-IEDPR,52,2,1,5683.599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
5298-GSTLM,60,2,2,6084.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4450-YOOHP,39,1,0,1975.35,0.0,0.0,0.0,0.0,0.0,0.0,0
6728-CZFEI,15,1,2,842.25,0.0,0.0,0.0,0.0,0.0,0.0,0
5748-RNCJT,69,2,1,7348.5,0.0,0.0,0.0,0.0,0.0,0.0,1
3653-NCRDJ,43,0,2,825.6,1.0,1.0,1.0,1.0,1.0,1.0,0
6121-TNHBO,63,1,2,5229.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5119-NZPTV,2,2,0,140.2,0.0,0.0,0.0,0.0,0.0,0.0,0
6519-ZHPXP,72,2,1,7797.599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
7739-LAXOG,32,2,0,2913.6,0.0,0.0,0.0,0.0,0.0,0.0,1
3472-QPRCH,40,0,1,1010.0,1.0,1.0,1.0,1.0,1.0,1.0,0
8224-UAXBZ,58,1,2,2630.3,0.0,0.0,0.0,0.0,0.0,0.0,0
9610-WCESF,67,1,1,2941.2999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
9776-CLUJA,51,2,0,3952.5,0.0,0.0,0.0,0.0,0.0,0.0,1
2486-WYVVE,31,1,2,2458.2999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
3865-ZYKAD,69,2,0,5858.1,0.0,0.0,0.0,0.0,0.0,0.0,0
1422-DGUBX,32,2,2,2536.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2999-AANRQ,21,1,1,1492.05,0.0,0.0,0.0,0.0,0.0,0.0,0
8668-KNZTI,52,1,2,2795.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0480-KYJVA,72,0,1,1746.0,1.0,1.0,1.0,1.0,1.0,1.0,0
6034-ZRYCV,72,1,1,3902.4,0.0,0.0,0.0,0.0,0.0,0.0,1
9746-YKGXB,52,1,2,2301.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3926-YZVVX,41,1,2,2052.0499999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
6000-UKLWI,41,0,1,826.15,1.0,1.0,1.0,1.0,1.0,1.0,0
2079-FBMZK,6,2,0,415.5,0.0,0.0,0.0,0.0,0.0,0.0,1
6332-FBZRI,67,1,2,4646.45,0.0,0.0,0.0,0.0,0.0,0.0,0
2096-XOTMO,16,0,0,309.6,1.0,1.0,1.0,1.0,1.0,1.0,0
3266-FTKHB,17,0,1,325.54999999999995,1.0,1.0,1.0,1.0,1.0,1.0,0
8221-EQDGL,35,1,0,2135.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2346-LOCWC,58,0,1,1189.0,1.0,1.0,1.0,1.0,1.0,1.0,0
6608-QQLVK,1,1,0,50.5,0.0,0.0,0.0,0.0,0.0,0.0,1
0298-XACET,52,1,1,2610.4,0.0,0.0,0.0,0.0,0.0,0.0,0
7560-QJAVJ,70,1,1,5572.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2995-YWTCD,19,0,1,473.09999999999997,1.0,1.0,1.0,1.0,1.0,1.0,0
3551-HUAZH,1,2,0,74.4,0.0,0.0,0.0,0.0,0.0,0.0,1
9137-UIYPG,35,2,0,3741.5,0.0,0.0,0.0,0.0,0.0,0.0,0
2809-ZMYOQ,32,2,0,3243.2,0.0,0.0,0.0,0.0,0.0,0.0,0
5084-OOVCJ,17,1,0,940.95,0.0,0.0,0.0,0.0,0.0,0.0,0
0254-WWRKD,67,1,2,3386.85,0.0,0.0,0.0,0.0,0.0,0.0,0
7727-SHVZV,9,0,0,175.5,1.0,1.0,1.0,1.0,1.0,1.0,0
6302-JGYRJ,31,1,2,2462.9500000000003,0.0,0.0,0.0,0.0,0.0,0.0,1
5339-PXDVH,4,2,0,362.6,0.0,0.0,0.0,0.0,0.0,0.0,0
2205-LPVGL,58,2,2,5211.299999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
8782-NUUOL,60,1,2,4740.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3685-YLCMQ,58,2,2,6069.700000000001,0.0,0.0,0.0,0.0,0.0,0.0,1
7601-WFVZV,1,0,0,19.55,1.0,1.0,1.0,1.0,1.0,1.0,0
4609-KNNWG,27,0,1,537.3,1.0,1.0,1.0,1.0,1.0,1.0,0
4868-AADLV,66,2,2,7672.5,0.0,0.0,0.0,0.0,0.0,0.0,0
9529-OFXHY,15,2,0,1316.25,0.0,0.0,0.0,0.0,0.0,0.0,0
8634-MPHTR,47,2,0,4702.349999999999,0.0,0.0,0.0,0.0,0.0,0.0,1
2669-QVCRG,41,2,0,3333.2999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
2478-EEWWM,59,1,0,2613.7,0.0,0.0,0.0,0.0,0.0,0.0,0
9174-IHETN,50,2,1,3517.4999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0
2233-TXSIU,17,1,2,755.6500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
9644-UMGQA,6,1,0,294.9,0.0,0.0,0.0,0.0,0.0,0.0,0
3256-EZDBI,51,1,0,1501.95,0.0,0.0,0.0,0.0,0.0,0.0,0
8761-NSOBC,44,2,0,4424.2,0.0,0.0,0.0,0.0,0.0,0.0,1
0419-YAAPX,49,2,0,4179.7,0.0,0.0,0.0,0.0,0.0,0.0,0
8413-VONUO,2,2,0,191.3,0.0,0.0,0.0,0.0,0.0,0.0,1
0872-CASZJ,59,1,2,4076.8999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0
4726-DLWQN,50,1,0,3517.4999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0
8164-OCKUJ,59,0,1,1215.4,1.0,1.0,1.0,1.0,1.0,1.0,0
3094-JOJAI,18,2,0,1334.7,0.0,0.0,0.0,0.0,0.0,0.0,0
9494-MRNYX,10,2,0,750.5,0.0,0.0,0.0,0.0,0.0,0.0,0
2599-CZABP,14,1,2,624.4,0.0,0.0,0.0,0.0,0.0,0.0,0
7945-PRBVF,35,0,1,750.75,1.0,1.0,1.0,1.0,1.0,1.0,0
4544-RXFMG,8,1,2,347.6,0.0,0.0,0.0,0.0,0.0,0.0,0
0859-YGKFW,18,0,2,360.90000000000003,1.0,1.0,1.0,1.0,1.0,1.0,0
1150-FTQGN,60,2,2,5649.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9223-UCPVT,1,2,0,94.4,0.0,0.0,0.0,0.0,0.0,0.0,1
7196-LIWRH,6,0,1,117.30000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
5448-VWNAM,19,1,0,1442.1000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
1177-XZBJL,53,1,2,3399.9500000000003,0.0,0.0,0.0,0.0,0.0,0.0,0
3518-FSTWG,72,2,1,7887.599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
9330-VOFSZ,60,2,1,6648.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4351-QLCSU,1,1,0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0939-EREMR,13,1,0,694.85,0.0,0.0,0.0,0.0,0.0,0.0,0
9389-ACWBI,5,2,0,349.75,0.0,0.0,0.0,0.0,0.0,0.0,0
5419-JPRRN,1,2,0,101.45,0.0,0.0,0.0,0.0,0.0,0.0,1
3644-QXEHN,13,2,0,1261.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2911-IJORQ,37,1,2,3352.2,0.0,0.0,0.0,0.0,0.0,0.0,0
5921-NGYRH,64,2,0,4707.2,0.0,0.0,0.0,0.0,0.0,0.0,0
2100-BDNSN,5,1,0,339.75,0.0,0.0,0.0,0.0,0.0,0.0,1
5998-DZLYR,61,2,1,5755.349999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
